date,temperature,dew_point,apparent_temperature,surface_pressure,available_bike_stands,lagged_available_bike_stands,rolling_mean_bike_stands,rolling_std_bike_stands,diff_available_bike_stands,temperature_diff
2023-09-20 14:49:13+00:00,0.923338678705585,-0.09851406619120588,0.5546123621819422,-0.3542262277021379,0.6627771145158435,0.7102731520289808,0.7926676341116172,0.09880658985795697,-0.047496037513137246,0.36872631652364274
2023-09-20 14:52:56+00:00,0.923338678705585,-0.09851406619120588,0.5546123621819422,-0.3542262277021379,0.7102731520289808,0.6627771145158435,0.7651938739782508,0.08944163902268802,0.047496037513137246,0.36872631652364274
2023-09-20 14:59:20+00:00,0.923338678705585,-0.09851406619120588,0.5546123621819422,-0.3542262277021379,0.6627771145158435,0.7102731520289808,0.7309349656287217,0.07233576010039162,-0.047496037513137246,0.36872631652364274
2023-09-20 15:09:25+00:00,0.923338678705585,-0.09851406619120588,0.5546123621819422,-0.3542262277021379,0.6627771145158435,0.6627771145158435,0.7035912542444572,0.051017014711675204,0.0,0.36872631652364274
2023-09-20 15:12:31+00:00,0.923338678705585,-0.09851406619120588,0.5546123621819422,-0.3542262277021379,0.6155401079150832,0.6627771145158435,0.6763844153642219,0.03583025973557149,-0.047237006600760356,0.36872631652364274
2023-09-20 15:19:32+00:00,0.923338678705585,-0.09851406619120588,0.5546123621819422,-0.3542262277021379,0.5685778676077421,0.6155401079150832,0.6561422318754736,0.05051143170280721,-0.046962240307341085,0.36872631652364274
2023-09-20 15:27:13+00:00,0.923338678705585,-0.09851406619120588,0.5546123621819422,-0.3542262277021379,0.5219082771000162,0.5685778676077421,0.6292329640284786,0.06497212943712982,-0.0466695905077259,0.36872631652364274
2023-09-20 15:32:25+00:00,0.9577433996351201,-0.2687946577646296,0.5873104697326018,-0.37291535630305644,0.47555184942736145,0.5219082771000162,0.6024864975872669,0.08447221072149447,-0.04635642767265474,0.3704329299025183
2023-09-20 15:34:40+00:00,0.9577433996351201,-0.2687946577646296,0.5873104697326018,-0.37291535630305644,0.5219082771000162,0.47555184942736145,0.575577229740272,0.0737331361214058,0.04635642767265474,0.3704329299025183
2023-09-20 15:39:45+00:00,0.9577433996351201,-0.2687946577646296,0.5873104697326018,-0.37291535630305644,0.5219082771000162,0.5219082771000162,0.5554531101094395,0.06462858940387059,0.0,0.3704329299025183
2023-09-20 15:53:20+00:00,0.9577433996351201,-0.2687946577646296,0.5873104697326018,-0.37291535630305644,0.47555184942736145,0.5219082771000162,0.5287066436682278,0.04986528965979218,-0.04635642767265474,0.3704329299025183
2023-09-20 16:02:01+00:00,0.9577433996351201,-0.2687946577646296,0.5873104697326018,-0.37291535630305644,0.42953236575500053,0.47555184942736145,0.5021341090739303,0.045225495022674624,-0.04601948367236092,0.3704329299025183
2023-09-20 16:05:42+00:00,0.9577433996351201,-0.2687946577646296,0.5873104697326018,-0.37291535630305644,0.47555184942736145,0.42953236575500053,0.4888446779053045,0.03494675238749018,0.04601948367236092,0.3704329299025183
